waterrelated,,plantandvegetables,,humanrelated,,animal,,insect,,landsoil,,searelated,,others,,wastewater,,food,
,,,,,,,,,,2250395,soil,,,,,2996063,sewage,,
,,,,,,,,,,2571250,soil,,,,,2936828,slaughterhouse wastewater,,
,,,,,,,,,,2743988,soil,,,,,2928759,wastewater,,
,,,,,,,,,,2591115,soil,,,,,2496589,wastewater,,
,,,,,,,,,,2985321,soil,,,,,2234038,wastewater treatment plant,,
,,,,,,,,,,2762280,soil,,,,,2961719,household sewage,,
,,,,,,,,,,2653717,soil,,,,,2978978,sewage,,
,,,,,,,,,,2985320,soil,,,,,2980087,wastewater,,
,,,,,,,,,,2873524,soil,,,,,2851077,sewage,,
,,,,,,,,,,2927272,soil,,,,,3028171,Shiraz poultry slaughterhouse sewage,,
,,,,,,,,,,2575355,soil,,,,,3028476,waste water,,
,,,,,,,,,,2250296,soil,,,,,2928758,wastewater,,
,,,,,,,,,,2599846,soil,,,,,3028475,waste water,,
,,,,,,,,,,2871517,soil,,,,,2587819,sewage,,
,,,,,,,,,,2910954,soil,,,,,2712966,municipal wastewater,,
,,,,,,,,,,2588135,soil,,,,,2902668,raw sewage,,
,,,,,,,,,,2596973,soil,,,,,2501744,raw sewage from wastewater treatment plant,,
,,,,,,,,,,1821560,soil,,,,,2234084,"raw sewage, wastewater treatment plant",,
,,,,,,,,,,2593335,soil,,,,,1747287,hospital sewage,,
,,,,,,,,,,2927265,soil,,,,,2546636,raw sewage water obtained from a North City Water Reclamation Plant,,
,,,,,,,,,,2933957,soil,,,,,2546632,raw sewage water obtained from a North City Water Reclamation Plant,,
,,,,,,,,,,2970353,soil,,,,,2546631,sewage treatment plants,,
,,,,,,,,,,2933956,soil,,,,,2546630,raw sewage water obtained from a North City Water Reclamation Plant,,
,,,,,,,,,,2686226,soil,,,,,2546629,raw sewage water obtained from a North City Water Reclamation Plant,,
,,,,,,,,,,2985319,soil,,,,,2546628,raw sewage water obtained from a North City Water Reclamation Plant,,
,,,,,,,,,,2762412,soil,,,,,2546627,raw sewage water obtained from a North City Water Reclamation Plant,,
,,,,,,,,,,2483673,soil,,,,,2546635,raw sewage water obtained from a North City Water Reclamation Plant,,
,,,,,,,,,,1821559,soil,,,,,2743967,sewage,,
,,,,,,,,,,2812933,soil,,,,,2829230,hospital sewage,,
,,,,,,,,,,2859510,soil,,,,,2546634,raw sewage water obtained from a North City Water Reclamation Plant,,
,,,,,,,,,,2301693,soil,,,,,2546633,raw sewage water obtained from a North City Water Reclamation Plant,,
,,,,,,,,,,2978496,soil,,,,,2500558,hospital wastewater,,
,,,,,,,,,,2234025,soil,,,,,2759208,municipal wastewater,,
,,,,,,,,,,2970352,soil,,,,,2719592,wastewater,,
,,,,,,,,,,2965186,soil,,,,,2972874,sewage sample,,
,,,,,,,,,,2201429,soil,,,,,2771290,sewage outfall,,
,,,,,,,,,,2951205,soil,,,,,2950724,sewage,,
,,,,,,,,,,2743987,soil,,,,,2859651,wastewater collected,,
,,,,,,,,,,2590895,soil,,,,,2488858,wastewater,,
,,,,,,,,,,2793697,soil,,,,,2577028,sewage water,,
,,,,,,,,,,2871515,soil,,,,,2583507,sewage,,
,,,,,,,,,,2588491,soil,,,,,2419745,sewage water,,
,,,,,,,,,,2985318,soil,,,,,2900339,sewage water,,
,,,,,,,,,,2652413,soil,,,,,2900338,sewage water,,
,,,,,,,,,,2759395,soil,,,,,2996075,Kuala Lumpur sewage water plant,,
,,,,,,,,,,2970351,soil,,,,,2777301,Sewage sample,,
,,,,,,,,,,3038366,soil,,,,,2814712,farm wastewater,,
,,,,,,,,,,2591190,soil,,,,,2968643,municipal sewage,,
,,,,,,,,,,2588129,soil,,,,,2968642,municipal sewage,,
,,,,,,,,,,2652881,soil,,,,,2968641,municipal sewage,,
,,,,,,,,,,2759392,soil,,,,,2968640,municipal sewage,,
,,,,,,,,,,2759455,soil,,,,,1932891,sewage,,
,,,,,,,,,,2488957,soil,,,,,2771289,sewage outfall,,
,,,,,,,,,,2998992,soil,,,,,1958912,sewage,,
,,,,,,,,,,2985317,soil,,,,,2902694,raw sewage,,
,,,,,,,,,,2985316,soil,,,,,2894809,raw sewage,,
,,,,,,,,,,2873531,soil,,,,,2902693,raw sewage,,
,,,,,,,,,,2970350,soil,,,,,2902692,raw sewage,,
,,,,,,,,,,2591114,soil,,,,,2777362,raw sewage,,
,,,,,,,,,,2591189,soil,,,,,2777363,raw sewage,,
,,,,,,,,,,2041514,soil,,,,,2902691,raw sewage,,
,,,,,,,,,,2978499,soil,,,,,2777370,raw sewage,,
,,,,,,,,,,2871514,soil,,,,,2902690,raw sewage,,
,,,,,,,,,,2871513,soil,,,,,2777365,raw sewage,,
,,,,,,,,,,3038365,soil,,,,,2902689,raw sewage,,
,,,,,,,,,,2927248,soil,,,,,2902688,raw sewage,,
,,,,,,,,,,2762411,soil,,,,,2902687,raw sewage,,
,,,,,,,,,,2777311,soil,,,,,2914027,raw sewage,,
,,,,,,,,,,2500572,soil,,,,,2777364,raw sewage,,
,,,,,,,,,,2910925,soil,,,,,2943840,sewage,,
,,,,,,,,,,2859511,soil,,,,,2943839,sewage,,
,,,,,,,,,,2250295,soil,,,,,2943838,sewage,,
,,,,,,,,,,2315533,soil,,,,,2943837,sewage,,
,,,,,,,,,,2885975,soil,,,,,2943836,sewage,,
,,,,,,,,,,2500571,soil,,,,,2932867,sewage,,
,,,,,,,,,,2974049,soil,,,,,2943835,sewage,,
,,,,,,,,,,2656537,soil,,,,,2943834,sewage,,
,,,,,,,,,,2859476,soil,,,,,2943833,sewage,,
,,,,,,,,,,2315532,soil,,,,,2943832,sewage,,
,,,,,,,,,,2591113,soil,,,,,2943831,sewage,,
,,,,,,,,,,2978498,soil,,,,,2787014,wastewater,,
,,,,,,,,,,2836042,soil,,,,,2601679,wastewater treatment plant,,
,,,,,,,,,,1887649,soil,,,,,2968245,hospital sewage water,,
,,,,,,,,,,1958909,soil,,,,,2282409,activated sludge from the wastewater treament plant,,
,,,,,,,,,,1777061,soil,,,,,2982904,sewage,,
,,,,,,,,,,2873532,soil,,,,,2650875,wastewater treatment plant,,
,,,,,,,,,,2985315,soil,,,,,3025411,waste water,,
,,,,,,,,,,3050407,soil,,,,,2902684,raw sewage,,
,,,,,,,,,,2762399,soil,,,,,2787015,wastewater,,
,,,,,,,,,,2851099,soil,,,,,3034282,wastewater,,
,,,,,,,,,,2583041,soil,,,,,3034281,wastewater,,
,,,,,,,,,,2584491,soil,,,,,2894794,raw sewage,,
,,,,,,,,,,2816465,soil,,,,,2945895,wastewave water,,
,,,,,,,,,,2686225,soil,,,,,2917964,waste water,,
,,,,,,,,,,1821553,soil,,,,,2917963,waste water,,
,,,,,,,,,,2777310,soil,,,,,2911672,waste water,,
,,,,,,,,,,2591112,soil,,,,,2663329,sewage water sample,,
,,,,,,,,,,2776860,soil,,,,,3035938,waste water,,
,,,,,,,,,,2873526,soil,,,,,2777323,sewage water,,
,,,,,,,,,,2593334,soil,,,,,2875968,municipal sewage,,
,,,,,,,,,,2656536,soil,,,,,2906756,hospital wastewater,,
,,,,,,,,,,2998887,soil,,,,,2906755,hospital wastewater,,
,,,,,,,,,,2250393,soil,,,,,2906754,hospital wastewater,,
,,,,,,,,,,2250321,soil,,,,,2906753,hospital wastewater,,
,,,,,,,,,,2926101,soil,,,,,2906751,municipal wastewater,,
,,,,,,,,,,2571247,soil,,,,,3004221,hospital wastewater,,
,,,,,,,,,,2871512,soil,,,,,2906749,municipal wastewater,,
,,,,,,,,,,2851098,soil,,,,,2906748,municipal wastewater,,
,,,,,,,,,,2926100,soil,,,,,2906747,municipal wastewater,,
,,,,,,,,,,2851097,soil,,,,,2906746,municipal wastewater,,
,,,,,,,,,,2926099,soil,,,,,2906745,hospital wastewater,,
,,,,,,,,,,2126808,soil,,,,,2662275,raw sewage,,
,,,,,,,,,,2510505,soil,,,,,2662273,raw sewage,,
,,,,,,,,,,2656535,soil,,,,,2662272,raw sewage,,
,,,,,,,,,,2488782,soil,,,,,2983354,environmental waste water,,
,,,,,,,,,,2510504,soil,,,,,2983353,environmental waste water,,
,,,,,,,,,,2572525,soil,,,,,2983351,environmental waste water,,
,,,,,,,,,,2985314,soil,,,,,2983352,environmental waste water,,
,,,,,,,,,,2978497,soil,,,,,3043314,Sewage,,
,,,,,,,,,,2743984,soil,,,,,2973726,sewage,,
,,,,,,,,,,2805835,soil,,,,,2986083,Sewage,,
,,,,,,,,,,2575354,soil,,,,,2986080,sewage,,
,,,,,,,,,,2201427,soil,,,,,2986081,sewage,,
,,,,,,,,,,2805834,soil,,,,,2986082,sewage,,
,,,,,,,,,,2836010,soil,,,,,2973720,sewage,,
,,,,,,,,,,2998994,soil,,,,,2973719,sewage,,
,,,,,,,,,,2201426,soil,,,,,2973718,sewage,,
,,,,,,,,,,2182395,soil,,,,,2973717,sewage,,
,,,,,,,,,,2510503,soil,,,,,2973716,sewage,,
,,,,,,,,,,2873534,soil,,,,,2973715,sewage,,
,,,,,,,,,,2743911,soil,,,,,2973727,sewage,,
,,,,,,,,,,2530117,soil,,,,,2924715,sewage,,
,,,,,,,,,,2851096,soil,,,,,1636178,Sewage,,
,,,,,,,,,,2652880,soil,,,,,2870529,sewage,,
,,,,,,,,,,2591207,soil,,,,,2820393,sewage,,
,,,,,,,,,,2759391,soil,,,,,2755143,sewage,,
,,,,,,,,,,1958908,soil,,,,,2996101,sewage water,,
,,,,,,,,,,2776859,soil,,,,,2510451,wastewater,,
,,,,,,,,,,2652879,soil,,,,,2510450,wastewater,,
,,,,,,,,,,2653745,soil,,,,,2599404,sewage water,,
,,,,,,,,,,2250288,soil,,,,,2593322,sewage water,,
,,,,,,,,,,2845815,soil,,,,,2593327,sewage water,,
,,,,,,,,,,2704037,soil,,,,,2834248,sewage,,
,,,,,,,,,,2998886,soil,,,,,1873997,sewage,,
,,,,,,,,,,3050405,soil,,,,,2982914,waste water,,
,,,,,,,,,,2656533,soil,,,,,2945923,sewage sample,,
,,,,,,,,,,1887645,soil,,,,,2759193,sewage,,
,,,,,,,,,,2081621,soil,,,,,2797298,wastewater,,
,,,,,,,,,,3038364,soil,,,,,2733869,wastewater,,
,,,,,,,,,,2571246,soil,,,,,2829146,wastewater,,
,,,,,,,,,,2588133,soil,,,,,2596712,raw urban sewage,,
,,,,,,,,,,2951204,soil,,,,,2968545,municipal sewage,,
,,,,,,,,,,2926093,soil,,,,,2968561,municipal sewage,,
,,,,,,,,,,2591206,soil,,,,,2968560,municipal sewage,,
,,,,,,,,,,2812936,soil,,,,,2968562,municipal sewage,,
,,,,,,,,,,1887644,soil,,,,,2968559,municipal sewage,,
,,,,,,,,,,1887643,soil,,,,,2968558,municipal sewage,,
,,,,,,,,,,2951265,soil,,,,,2968557,municipal sewage,,
,,,,,,,,,,2762398,soil,,,,,2968556,municipal sewage,,
,,,,,,,,,,2510501,soil,,,,,2968555,municipal sewage,,
,,,,,,,,,,2776839,soil,,,,,2968554,municipal sewage,,
,,,,,,,,,,2590875,soil,,,,,2968553,municipal sewage,,
,,,,,,,,,,2851094,soil,,,,,2968552,municipal sewage,,
,,,,,,,,,,2970349,soil,,,,,2968551,municipal sewage,,
,,,,,,,,,,1838062,soil,,,,,2968550,municipal sewage,,
,,,,,,,,,,2978491,soil,,,,,2968549,municipal sewage,,
,,,,,,,,,,2744003,soil,,,,,2968544,municipal sewage,,
,,,,,,,,,,2047832,soil,,,,,2968548,municipal sewage,,
,,,,,,,,,,2965189,soil,,,,,2968547,municipal sewage,,
,,,,,,,,,,2945969,soil,,,,,1105171,municipal wastewater,,
,,,,,,,,,,2965182,soil,,,,,2968546,municipal sewage,,
,,,,,,,,,,2507861,soil,,,,,3023115,wastewater,,
,,,,,,,,,,2583040,soil,,,,,3023114,wastewater,,
,,,,,,,,,,2079397,soil,,,,,3023113,wastewater,,
,,,,,,,,,,3050406,soil,,,,,3023112,wastewater,,
,,,,,,,,,,2517926,soil,,,,,3023111,wastewater,,
,,,,,,,,,,2945968,soil,,,,,3023110,wastewater,,
,,,,,,,,,,2873527,soil,,,,,3023109,wastewater,,
,,,,,,,,,,2743983,soil,,,,,3023107,wastewater,,
,,,,,,,,,,2812934,soil,,,,,3023105,wastewater,,
,,,,,,,,,,2812932,soil,,,,,3023104,wastewater,,
,,,,,,,,,,2762396,soil,,,,,3023102,wastewater,,
,,,,,,,,,,2653744,soil,,,,,3023101,wastewater,,
,,,,,,,,,,2301691,soil,,,,,3023100,wastewater,,
,,,,,,,,,,2926076,soil,,,,,3023099,wastewater,,
,,,,,,,,,,2704036,soil,,,,,3023098,wastewater,,
,,,,,,,,,,2939735,soil,,,,,3023097,wastewater,,
,,,,,,,,,,2859491,soil,,,,,3023096,wastewater,,
,,,,,,,,,,2483664,soil,,,,,3023095,wastewater,,
,,,,,,,,,,2488781,soil,,,,,3023094,wastewater,,
,,,,,,,,,,2926082,soil,,,,,3023093,wastewater,,
,,,,,,,,,,2805832,soil,,,,,3023091,wastewater,,
,,,,,,,,,,2951394,soil,,,,,3023092,wastewater,,
,,,,,,,,,,2767553,soil,,,,,2713031,wastewater,,
,,,,,,,,,,2951393,soil,,,,,2713030,wastewater,,
,,,,,,,,,,2951392,soil,,,,,2713029,wastewater,,
,,,,,,,,,,2743982,soil,,,,,2713028,wastewater,,
,,,,,,,,,,2873525,soil,,,,,2713027,wastewater,,
,,,,,,,,,,2743908,soil,,,,,2713026,wastewater,,
,,,,,,,,,,2759387,soil,,,,,2713025,wastewater,,
,,,,,,,,,,2704041,soil,,,,,2713024,wastewater,,
,,,,,,,,,,2776869,soil,,,,,2713023,wastewater,,
,,,,,,,,,,2653752,soil,,,,,2713022,wastewater,,
,,,,,,,,,,2972517,soil,,,,,2713021,wastewater,,
,,,,,,,,,,2652417,soil,,,,,2713020,wastewater,,
,,,,,,,,,,2927298,soil,,,,,2713019,wastewater,,
,,,,,,,,,,2762420,soil,,,,,2713018,wastewater,,
,,,,,,,,,,2791000,soil,,,,,2713017,wastewater,,
,,,,,,,,,,2805840,soil,,,,,2713016,wastewater,,
,,,,,,,,,,2970337,soil,,,,,2713015,wastewater,,
,,,,,,,,,,2972508,soil,,,,,2713014,wastewater,,
,,,,,,,,,,2862994,soil,,,,,2713013,wastewater,,
,,,,,,,,,,2565528,soil,,,,,2713012,wastewater,,
,,,,,,,,,,2250353,soil,,,,,2713010,wastewater,,
,,,,,,,,,,2972507,soil,,,,,2713011,wastewater,,
,,,,,,,,,,2653276,soil,,,,,3032359,sewage,,
,,,,,,,,,,2965202,soil,,,,,2603849,sewage,,
,,,,,,,,,,2725603,soil,,,,,2801536,sewage,,
,,,,,,,,,,2945975,soil,,,,,2592202,sewage,,
,,,,,,,,,,2965201,soil,,,,,2592201,sewage,,
,,,,,,,,,,2126721,soil,,,,,2592200,sewage,,
,,,,,,,,,,2859478,soil,,,,,2592194,sewage,,
,,,,,,,,,,2743925,soil,,,,,2982834,sewage,,
,,,,,,,,,,2873530,soil,,,,,3043562,pig farm sewage water,,
,,,,,,,,,,2530119,soil,,,,,1871711,sewage,,
,,,,,,,,,,2965200,soil,,,,,2861003,sewage,,
,,,,,,,,,,2725650,soil,,,,,2759204,waste water,,
,,,,,,,,,,2836014,soil,,,,,2959432,wastewater,,
,,,,,,,,,,2652885,soil,,,,,2980089,sewage,,
,,,,,,,,,,2867473,soil,,,,,2948589,sewage of chicken farm,,
,,,,,,,,,,2565527,soil,,,,,2948587,sewage of chicken farm,,
,,,,,,,,,,2713263,soil,,,,,2996074,sewage,,
,,,,,,,,,,2836013,soil,,,,,2912287,sewage,,
,,,,,,,,,,2970336,soil,,,,,3038312,sewage water,,
,,,,,,,,,,2588494,Cullowhee Creek bed soil,,,,,3038313,sewage water,,
,,,,,,,,,,2776843,soil,,,,,3012329,hospital sewage,,
,,,,,,,,,,2863847,soil,,,,,3012328,hospital sewage,,
,,,,,,,,,,3038371,soil,,,,,2924899,hospital sewage,,
,,,,,,,,,,2656552,soil,,,,,2924898,hospital sewage,,
,,,,,,,,,,2927282,soil,,,,,2924897,hospital sewage,,
,,,,,,,,,,2653275,soil,,,,,2924896,hospital sewage,,
,,,,,,,,,,2810527,soil,,,,,2924895,hospital sewage,,
,,,,,,,,,,2801884,soil,,,,,2911657,wastewater treatment plant,,
,,,,,,,,,,2985326,soil,,,,,2886106,sewage sample,,
,,,,,,,,,,2593341,soil,,,,,2862739,hospital waste water,,
,,,,,,,,,,2743992,soil,,,,,2859658,wastewater collected,,
,,,,,,,,,,2562190,soil,,,,,2859657,wastewater collected,,
,,,,,,,,,,2762419,soil,,,,,2859656,wastewater collected,,
,,,,,,,,,,2725621,soil,,,,,2859654,wastewater collected,,
,,,,,,,,,,2945974,soil,,,,,2859652,wastewater collected,,
,,,,,,,,,,2776868,soil,,,,,2976424,Hospital sewage Charite Berlin,,
,,,,,,,,,,2965199,soil,,,,,2930392,hospital sewage,,
,,,,,,,,,,2836012,soil,,,,,2796513,hospital sewage,,
,,,,,,,,,,2985325,soil,,,,,2834259,hospital sewage,,
,,,,,,,,,,2951396,soil,,,,,2894807,raw sewage,,
,,,,,,,,,,2951267,soil,,,,,2894808,raw sewage,,
,,,,,,,,,,2801890,soil,,,,,2894806,raw sewage,,
,,,,,,,,,,2927268,soil,,,,,2894804,raw sewage,,
,,,,,,,,,,2862996,soil,,,,,2250314,municipal wastewater,,
,,,,,,,,,,2965198,soil,,,,,2250313,municipal wastewater,,
,,,,,,,,,,2965197,soil,,,,,2250312,municipal wastewater,,
,,,,,,,,,,2965196,soil,,,,,2250311,municipal wastewater,,
,,,,,,,,,,2762418,soil,,,,,2902683,raw sewage,,
,,,,,,,,,,2562196,soil,,,,,2797314,sewage,,
,,,,,,,,,,2801886,soil,,,,,2951181,wastewater,,
,,,,,,,,,,2201439,soil,,,,,2759188,sewage,,
,,,,,,,,,,2885982,soil,,,,,2772447,wastewater,,
,,,,,,,,,,2704039,soil,,,,,2912676,sewage plant,,
,,,,,,,,,,2743923,soil,,,,,2772448,wastewater,,
,,,,,,,,,,2652884,soil,,,,,2894355,wastewater treatment plant,,
,,,,,,,,,,2725752,soil,,,,,2767545,wastewater,,
,,,,,,,,,,2851107,soil,,,,,2767544,wastewater,,
,,,,,,,,,,2593340,soil,,,,,2759182,wastewater,,
,,,,,,,,,,2813165,soil,,,,,2968578,municipal sewage,,
,,,,,,,,,,2719203,"soil, Easton, PA",,,,,2968577,municipal sewage,,
,,,,,,,,,,2759453,soil,,,,,2968575,municipal sewage,,
,,,,,,,,,,2844393,soil,,,,,2968574,municipal sewage,,
,,,,,,,,,,2801885,soil,,,,,2968573,municipal sewage,,
,,,,,,,,,,2250324,soil,,,,,2968572,municipal sewage,,
,,,,,,,,,,2965195,soil,,,,,2968571,municipal sewage,,
,,,,,,,,,,2315534,soil,,,,,2968570,municipal sewage,,
,,,,,,,,,,2985650,soil,,,,,2968569,municipal sewage,,
,,,,,,,,,,2725751,soil,,,,,2968568,municipal sewage,,
,,,,,,,,,,2759463,soil,,,,,2968567,municipal sewage,,
,,,,,,,,,,2603261,soil,,,,,2968566,municipal sewage,,
,,,,,,,,,,2591217,soil,,,,,2968565,municipal sewage,,
,,,,,,,,,,2927251,soil,,,,,2968564,municipal sewage,,
,,,,,,,,,,2851106,soil,,,,,2968563,municipal sewage,,
,,,,,,,,,,2725651,soil,,,,,2968535,municipal sewage,,
,,,,,,,,,,2250351,soil,,,,,2968576,municipal sewage,,
,,,,,,,,,,2743921,soil,,,,,2922334,sewage,,
,,,,,,,,,,2591071,soil,,,,,2922328,sewage,,
,,,,,,,,,,2936923,soil,,,,,2922325,sewage,,
,,,,,,,,,,2871522,soil,,,,,2922324,sewage,,
,,,,,,,,,,2927249,soil,,,,,2922331,sewage,,
,,,,,,,,,,2743920,soil,,,,,2922330,sewage,,
,,,,,,,,,,2927246,soil,,,,,2922333,sewage,,
,,,,,,,,,,2935510,"soil, Tampa, FL",,,,,2922332,sewage,,
,,,,,,,,,,2590879,"soil, Statesville, NC USA",,,,,2922320,sewage,,
,,,,,,,,,,2776867,soil,,,,,2922319,sewage,,
,,,,,,,,,,2951207,soil,,,,,2922329,sewage,,
,,,,,,,,,,2945973,soil,,,,,2922327,sewage,,
,,,,,,,,,,2927243,soil,,,,,2922326,sewage,,
,,,,,,,,,,2744007,soil,,,,,2922323,sewage,,
,,,,,,,,,,2250350,soil,,,,,2922321,sewage,,
,,,,,,,,,,2743403,soil,,,,,2922322,sewage,,
,,,,,,,,,,2912654,soil,,,,,2922318,sewage,,
,,,,,,,,,,2950301,soil,,,,,2920374,waste water,,
,,,,,,,,,,2871540,soil,,,,,2586961,municipal sewage,,
,,,,,,,,,,2743991,soil,,,,,2586960,municipal sewage,,
,,,,,,,,,,2946722,soil,,,,,2586959,municipal sewage,,
,,,,,,,,,,2871521,soil,,,,,2586957,municipal sewage,,
,,,,,,,,,,2951266,soil,,,,,3026985,sewage,,
,,,,,,,,,,2985323,soil,,,,,3026977,sewage,,
,,,,,,,,,,2791003,soil,,,,,3026984,sewage,,
,,,,,,,,,,2793702,soil,,,,,3026983,sewage,,
,,,,,,,,,,2851105,soil,,,,,3026978,sewage,,
,,,,,,,,,,3017299,soil,,,,,3026982,sewage,,
,,,,,,,,,,2951395,soil,,,,,3026980,sewage,,
,,,,,,,,,,2863846,soil,,,,,3026981,sewage,,
,,,,,,,,,,2743918,soil,,,,,2586958,municipal sewage,,
,,,,,,,,,,2762417,soil,,,,,2932672,sewage sample from ICMR-NIRT,,
,,,,,,,,,,2885152,soil,,,,,2873347,sewage,,
,,,,,,,,,,2583045,soil,,,,,2079412,urban raw sewage,,
,,,,,,,,,,2704038,soil,,,,,2079411,urban raw sewage,,
,,,,,,,,,,2836095,soil,,,,,2079410,urban raw sewage,,
,,,,,,,,,,2871520,soil,,,,,2079409,urban raw sewage,,
,,,,,,,,,,2660690,soil,,,,,2079408,urban raw sewage,,
,,,,,,,,,,2743917,soil,,,,,2079407,urban raw sewage,,
,,,,,,,,,,2871518,soil,,,,,2079406,urban raw sewage,,
,,,,,,,,,,2656549,soil,,,,,2079405,urban raw sewage,,
,,,,,,,,,,2972510,soil,,,,,2079404,urban raw sewage,,
,,,,,,,,,,2985649,soil,,,,,2079403,urban raw sewage,,
,,,,,,,,,,2972511,soil,,,,,2079402,urban raw sewage,,
,,,,,,,,,,2972512,soil,,,,,2079401,urban raw sewage,,
,,,,,,,,,,2759461,soil,,,,,2079400,urban raw sewage,,
,,,,,,,,,,2590935,Cullowhee Creek soil,,,,,3028123,sewage,,
,,,,,,,,,,2978490,soil,,,,,2079399,urban raw sewage,,
,,,,,,,,,,2762416,soil,,,,,2968729,municipal sewage,,
,,,,,,,,,,2250349,soil,,,,,2968728,municipal sewage,,
,,,,,,,,,,2201433,soil,,,,,2968727,municipal sewage,,
,,,,,,,,,,2829391,soil,,,,,2968726,municipal sewage,,
,,,,,,,,,,2970486,soil,,,,,2968725,municipal sewage,,
,,,,,,,,,,2767556,soil,,,,,2968724,municipal sewage,,
,,,,,,,,,,2926098,soil,,,,,2968723,municipal sewage,,
,,,,,,,,,,2859512,soil,,,,,2968717,municipal sewage,,
,,,,,,,,,,2944952,soil,,,,,2968716,municipal sewage,,
,,,,,,,,,,2126929,soil,,,,,2968715,municipal sewage,,
,,,,,,,,,,2885978,soil,,,,,2968722,municipal sewage,,
,,,,,,,,,,2972513,soil,,,,,2968721,municipal sewage,,
,,,,,,,,,,2945972,soil,,,,,2968720,municipal sewage,,
,,,,,,,,,,2945971,soil,,,,,2968718,municipal sewage,,
,,,,,,,,,,2871539,soil,,,,,2968719,municipal sewage,,
,,,,,,,,,,2315611,soil,,,,,2948609,sewage,,
,,,,,,,,,,2926095,soil,,,,,2948608,sewage,,
,,,,,,,,,,2126928,soil,,,,,2948607,sewage,,
,,,,,,,,,,2776866,soil,,,,,2948606,sewage,,
,,,,,,,,,,2790988,soil,,,,,2948605,sewage,,
,,,,,,,,,,2725750,soil,,,,,2948604,sewage,,
,,,,,,,,,,2801891,soil,,,,,2948603,sewage,,
,,,,,,,,,,2836011,soil,,,,,2948602,sewage,,
,,,,,,,,,,2591216,soil,,,,,2948601,sewage,,
,,,,,,,,,,2965193,soil,,,,,2948600,sewage,,
,,,,,,,,,,2978495,soil,,,,,2948599,sewage,,
,,,,,,,,,,2182352,soil,,,,,2948598,sewage,,
,,,,,,,,,,2965192,soil,,,,,2948596,sewage,,
,,,,,,,,,,2743404,soil,,,,,2948597,sewage,,
,,,,,,,,,,2591215,soil,,,,,2968691,municipal sewage,,
,,,,,,,,,,2588493,Cullowhee Creek bed soil,,,,,2968705,municipal sewage,,
,,,,,,,,,,2743916,soil,,,,,2968704,municipal sewage,,
,,,,,,,,,,2767555,soil,,,,,2968703,municipal sewage,,
,,,,,,,,,,2652406,soil,,,,,2968702,municipal sewage,,
,,,,,,,,,,2584495,soil from the bank of Cullowhee Creek,,,,,2968701,municipal sewage,,
,,,,,,,,,,2972514,soil,,,,,2968700,municipal sewage,,
,,,,,,,,,,2986505,soil,,,,,2968693,municipal sewage,,
,,,,,,,,,,2591214,soil,,,,,2968692,municipal sewage,,
,,,,,,,,,,2759454,soil,,,,,2968699,municipal sewage,,
,,,,,,,,,,2926090,soil,,,,,2968698,municipal sewage,,
,,,,,,,,,,2182351,soil,,,,,2968696,municipal sewage,,
,,,,,,,,,,2572530,soil,,,,,2968697,municipal sewage,,
,,,,,,,,,,2588508,soil,,,,,2763103,wastewater samples,,
,,,,,,,,,,2762415,soil,,,,,2831679,sewage water,,
,,,,,,,,,,2926089,soil,,,,,2970334,sewage,,
,,,,,,,,,,2743915,soil,,,,,2918650,wastewater,,
,,,,,,,,,,2572529,soil,,,,,2918649,wastewater,,
,,,,,,,,,,3038369,soil,,,,,2918648,wastewater,,
,,,,,,,,,,2652416,soil,,,,,2816459,wastewater sample,,
,,,,,,,,,,2851104,soil,,,,,2816460,wastewater,,
,,,,,,,,,,2805838,soil,,,,,1718158,sewage,,
,,,,,,,,,,2871519,soil,,,,,2866664,farm sewage,,
,,,,,,,,,,2851103,soil,,,,,2835638,raw sewage,,
,,,,,,,,,,2937733,soil,,,,,2763101,wastewater samples,,
,,,,,,,,,,2965190,soil,,,,,2829145,waste water,,
,,,,,,,,,,2950300,soil,,,,,3017292,sewage,,
,,,,,,,,,,2829389,soil,,,,,3017291,sewage,,
,,,,,,,,,,2851102,soil,,,,,3017290,sewage,,
,,,,,,,,,,2776864,soil,,,,,3017289,sewage,,
,,,,,,,,,,2725619,soil,,,,,2692510,sewage,,
,,,,,,,,,,2793700,soil,,,,,2972506,sewage,,
,,,,,,,,,,2591213,soil,,,,,3003584,sewage sample,,
,,,,,,,,,,2926080,soil,,,,,2968662,municipal sewage,,
,,,,,,,,,,2772023,soil,,,,,2968655,municipal sewage,,
,,,,,,,,,,2910956,soil,,,,,2968656,municipal sewage,,
,,,,,,,,,,2713265,soil,,,,,2968654,municipal sewage,,
,,,,,,,,,,2767554,soil,,,,,2801527,sewage sample,,
,,,,,,,,,,2590932,soil,,,,,2783543,sewage sample,,
,,,,,,,,,,2851101,soil,,,,,2783542,sewage sample,,
,,,,,,,,,,2927299,soil,,,,,2783552,sewage sample,,
,,,,,,,,,,2836041,soil,,,,,2783551,sewage sample,,
,,,,,,,,,,2713261,soil,,,,,2783550,sewage sample,,
,,,,,,,,,,2776857,soil,,,,,2783549,sewage sample,,
,,,,,,,,,,2713260,soil,,,,,2783548,sewage sample,,
,,,,,,,,,,2832322,soil,,,,,2783546,sewage sample,,
,,,,,,,,,,2927294,soil,,,,,2783545,sewage sample,,
,,,,,,,,,,2927290,soil,,,,,2783541,sewage sample,,
,,,,,,,,,,2768133,soil,,,,,2783544,sewage sample,,
